input,response
I'm hurt.,We're here to say goodbye to our brothers and sisters. To our fathers and mothers. To our friends. Our fellow men and women who set aside their differences to fight together and die together so that others might live. Everyone in this world owes them a debt that can never be repaid. It is our duty and our honor to keep them alive in memory for those who come after us and those who come after them for as long as men draw breath. They were the shields that guarded the realms of men. And we shall never see their like again.
"Aye, many a time that monster has been the difference between life and death for our rangers, your uncle among them. We have other wars to fight, out there. Like it or not, we need men like Craster.",I... I saw it. I saw... something take that child.
You must forgive my manners. You will both be tired after your long journey. We'll have baths drawn for you and supper sent to your rooms.,Am I your prisoner?
"So you've met the enemy, drawn up your battle plans.","Aye, for what they're worth."
Euron has her. I came to ask the queen to help get her back.,The queen is gone.
Why did you do that?,"Do what, ask her a question?"
I will fight for you. I will fight for the north...when you bend the knee.,"My people won't accept a southern ruler, not after everything they've suffered."
notices a single ship sailing into the bay. It has a kraken sigil. MISSANDEI turns to look.,Is that a Greyjoy ship?
He gave it to you.,I'm not his son.
There was a raven. l read the message to Maester Aemon. lt's your brother Robb.,What? What about him?
"When you didn't come back, we went looking for you. We found your tracks fast enough. But they found us before we found you.",They died because of me.
collects her sword. SANSA walks away. BAELISH remains on the balcony staring at ARYA who looks up at him. BAELISH bows to ARYA and walks away.,and DAVOS are walking along the paths outside of Dragonstone having a discussion.
"Good. You'll be ready for this, then. l thought a wolf was more appropriate for you than a bear so l had a new pommel made. lt's called Longclaw. Works as well for a wolf as a bear, l think.",This is Valyrian steel.
We shouldo ve stayed in that cave.,We'll go back there.
You can't protect me forever. There won't be anywhere to hide if the castle falls.,I need him more than I need you.
and JON glance at each other.,I'm glad he didn't capture you.
I'm not good at counting.,We're leaving too many behind.
I can't forget what I saw north of the Wall. And I can't pretend that Cersei won't take back half the country the moment I march north.,It appears Tyrion's assessment was correct. We're fucked.
I made it myself. Do you like it?,"Year, it's -- I like the wolf bit."
The gods were cruel when they saw fit to test my vows. They waited till l was old. What could l do when the ravens brought the news from the South,Who are you?
Don't worry. I'll catch you. The horde's easy to find.,Don't stand so still. It's harder to hit a moving target. Except for you. You move too much. I could just hold my sword out and let you do the work for me.
"I'm going to have a baby, if it's a boy I…","If it's a boy what? . You want us to risk our lives for you, and you won't even tell us why."
A hundred thousand you say?,Yes sir.
"Be with me. Build the new world with me. This is our reason. It has been from the beginning, since you were a little boy with a bastardo s name and I was a little girl who couldn't count to twenty. We do it together. We break the wheel together.","You are my queen. Now, and always."
"You have sheep at the Wall? With your hands, then? No wonder you're all so miserable.",Would you please shut up?
"I'm worried for all of us. They say every time a Targaryen is born, the gods toss a coin and the world holds its breath.",We're not much for riddles where I'm from.
I'm not Lord Commander anymore.,SNOW takes the letter. The man leaves. JON SNOW sees the seal of House Bolton. He opens the scroll and starts reading.
They're coming.,We have dragonglass and Valyrian steel.
I didn't.,You still have it.
Now there are five.,You want to hold it?
The dragons are barely eating.,What's wrong with them?
You've said goodbye to Bran? He's not going to die. I know it.,You Starks are hard to kill.
Very well. *to Davos* Take him.,"Your grace. If my father'd seen the things that I've seen, he'd also tell you to burn the dead before nightfall. All of them."
There's only one place we can go Home,Should we tell the Boltons to pack up and leave?
Always the artists.,It's only horses. No men.
Why would a girl see blood and collapse?,Well not all girls are like you.
Good lad.,The first time I went north of the wall was with your father.
What is he?,We're allies.
For the Watch.,Olly…
"Jon Snow, this is Ser Jorah Mormont, an old friend.",I served with your father. He was a great man.
I haven't given you permission to leave.,"With respect, Your Grace, I don't need your permission. I am a king. And I came here knowing that you could have your men behead me or your dragons burn me alive. I put my trust in you, a stranger, because I knew it was the best chance for my people, for all our people. Now I'm asking you to trust in a stranger because it's our best chance."
Would you have done it?,"Well, I've executed men who disobeyed me."
Liar.,What happens to your eagle after I kill you? Does he drift away like a kite with his strings cut or does he just flop dead to the ground?
Thank you.,"You know that The Citadel will make you swear off women, too."
Is that a palace?,It's a windmill.
"They won't. Come on Hill! And you Cooper! You three, on me! Come on you lazy bastards!",Oil!
"Please sir, please. I can still run if I have to.",It's just not possible.
I did.,But you never lost him. He's a part of you. Just like he's a part of me.
"A raven, My King, from the Citadel.",This message was sent to me by Samwell Tarley. He was my brother at the Night's Watch. A man I trust as much as anyone in this world. He's discovered proof that Dragonstone sits on a mountain of Dragonglass.
For all nights to come,"They killed me, Edd! My own brothers You want me to stay here after that?"
Giving you to the Unsullied would start a war. Letting you walk free would start a war. So our new king has chosen to send you to the Night's Watch.,There's still a Night's Watch?
"Come on! Come on! No! No, no, no!",Bran!
Why now?,"Because now, , I am Lord Commander of the Night's Watch."
"Because I have balls, and you don't.",I warned you. Northerners don't much trust outsiders.
"Bad way to go. I'll be honest with you, I don't want to die. And burnt to death, I don't want people to remember me like that. Scorched and screaming. But it's better than betraying everything I believe.","And what happens to your people? You preserve your dignity and die standing, and they'll sing songs about you. “You'd rather burn than kneel. The great hero.” Until winter comes, and the white walkers come for us all, and there's no one left to sing."
It takes no time to bend the knee. Pledge your sword to her cause.,And why would I do that?
"We'll never get him back. Rickon is Ned Starks trueborn son, which makes him a greater threat to Ramsay than you, a bastard, or me, a girl. As long as he lives, Ramsay's claim to Winterfell will be contested, which means he won't live long.",We can't give up on our brother.
What are you doing in Winterfell? Or did you read every book in the Citadel already?,What's wrong? Gilly? Is she all right?
"She's pregnant. . We have to take her with us, when we leave.",What? .
Sam said you could help.,"I'm sorry, Sam knows we're not supposed to -"
stops and turns around to face DAVOS.,You survived King's Landing.
Bring it through! And again.,Very nice. Good.
CREDITS,Are you all right?
A secret no one in the world knew except your brother and your best friend. Doesn't seem strange to you?,"It's true, Dany. I know it is."
SNOW takes the letter. The man leaves. JON SNOW sees the seal of House Bolton. He opens the scroll and starts reading.,"To the traitor and bastard Jon Snow. You allowed thousands of wildlings past the Wall. You have betrayed your own kind. You have betrayed the North. Winterfell is mine, bastard. Come and see. Your brother Rickon is in my dungeon."
"You've been so consumed with the enemy to the north, you've forgotten about the one to the south.","I'm consumed with the Night King because I've seen him. And believe me, you'd think of little else if you had, too."
Let's see what you can do.,"Olly, you just watch for now."
It's too heavy.,"If it wasn't heavy it wouldn't stop a sword, now get it up."
They're... they're ready for you.,He's wanted to hang me for a while. Now's his chance.
I gave you my name.,I'm Jon Snow.
What are you going to do?,l'm gonna find my brother and put a sword through King Joffrey's throat.
Ned Stark's daughter will speak for them. She's the best they could ask for.,"You can come see me, you know, at Castle Black."
Here's to us then. Long may they sneer.,What?
"He marries his daughters, and they give him more daughters.",What happens to the boys? What does he do with his sons?
They died fighting for Ramsay. Give the castles to the families of the men who died fighting for you.,"When I was Lord Commander of the Night's Watch I executed men who betrayed me. I executed men who refused to follow orders. My father always said, The man who passes the sentence should swing the sword, and I have tried to live by those words. But I will not punish a son for his father's sins, and I will not take a family home away from a family it has belonged to for centuries. That is my decision, and my decision is final."
It's a terrible thing I'm asking. It's also the right thing. Do you think I'm the last man she'll execute? Who is more dangerous than the rightful heir to the Iron Throne?,That's her decision. She is the queen.
I'm just trying to get comfortable.,Stop it!
"I wanted to ask you something. To ask something of you. Send me, Gilly, and the baby to Oldtown so I can become a Maester. That's what I'm meant to be, not this.","I need you here, Sam. If you leave, who's left to give me advice I trust?"
No.,And?
We all enjoy what we're good at.,I don't.
He wasn't good to me the way you're good to me. He didn't do that thing you do with your tongue.,Can we not talk about that here?
"She's right, you don't.",I know you cut me loose on the Wall.
"No. Your father- Well, Ned Stark. He promised your mother he'd always protect you. And he did. Robert would have murdered you if he knew. You're the true king. Aegon Targaryen, Sixth of His Name, Protector of the Realm, all of it.",Daenerys is our queen.
There'll be arrows for all of us soon I imagine.,There will.
They'll put out the word. They'll send out ravens. People will come after you. Do you know what happens to deserters?,Better than you do.
Hmm.,A girl.
"What, stones? Or bone?",Neither. Both.
And?,She's dead.
He is my Hand.,He enjoys talking.
"King Robert is dead. I have been searching for you, Daenerys Stormborn, to ask your forgiveness. I was sworn to protect your family. I failed them.","Don't think too much, Bran."
"And find a weapon, Olly. Fight them!",What are you doing up here?
"This place was the beginning of the end for my family. A dragon is not a slave. They were terrifying. Extraordinary. They filled people with wonder and awe, and we locked them in here. They wasted away. They grew small. And we grew small as well. We weren't extraordinary without them. We were just like everyone else.",You're not like everyone else. And your family hasn't seen its end. You're still here.
I'll find you later.,It's not safe. Let me send some men with you.
What did I say would happen if you told your sister?,"I don't want it, and that's what I told him."
There is no conversation that will erase the last 50 years. We have something to show you.,We can destroy them by burning them.
"You're not going. You're no ranger, Jon.",But I'm better than every...
But it doesn't matter. You took the oath. You can't leave.,l have to.
What are you gonna do?,Get warm
Pick up the pace!,"There we go, boys. That's one. There's two. Come on, let's get the next lot. That's the last of the oil, Ser Alliser."
"You've always known what was right. Even when we were all young and stupid, you always knew. Every step you take it's always the right step.","It's not. It may seem that way from the outside, but I promise you, it's not true. I've done plenty of things that I regret."
Can they swim?,No.
He did.,And you trust him?
And you say you can't defeat them without my armies and my dragons?,"No, I don't think I can."
"No, no, no!","Move, move!"
What do you think they'll say when they hear about you and me?,Nothing happened between you and me.
This is good soup Do you remember those kidney pies Old Nan used to make?,With the peas and onions?
Go on. Father's watching.,And your mother.
stops walking and loosens the belt holding his sword.,"Your father gave me this sword. He changed the pommel from a bear to a wolf, but it's still Long Claw."
Your sister doesn't like me.,"She doesn't know you. If it makes you feel any better, she didn't like me either when we were growing up."
Was she... Old and ugly?,Young and gorgeous. A whore named Ros.
What do you remember?,They stabbed me Olly...he put a knife in my heart I shouldn't be here
Almost.,How did you find each other?
I don't know.,"That's all anyone can tell me, I don't know. So what's the point in serving a god that none of us knows what he wants."
"Remind me which order you belong to, Lord Snow.",The stewards.
We can't hide behind small mercies. The world we need won't be built by men loyal to the world we have.,The world we need is a world of mercy. It has to be.
Then why are you here?,Because I need your help and you need mine.
Are you bored of us already?,You saved us from Mance Rayder's army. We will never forget that. But it's a question of survival. The Night's Watch can't continue to feed your men and the wildling prisoners indefinitely. Winter is coming.
Ygritte! Ygritte!,Ygritte! Seven hells. Ygritte!
But at least we die together.,Let's get some rest.
Ygritte.,That's not wine.
Unpleasant man. He thinks you're a traitor. What's your life going to be like on the Wall with Thorne in command?,"Unpleasant, I expect."
Good question.,I know it's a good question. I'm looking for an answer.
"He's heading south. To war. All his bannermen have rallied to his side, they'll keep him safe.",l should be there. l should be with him.
He was the most experienced commander in Westeros. He chose this place for a reason. Those mountains are a natural fortification. There's a stream down there for the horses.,We're not staying here long. Another storm could hit any day..
Enough of that!,Stop!
Many don't. You were seen taking the body of a wildling girl north of the Wall. Why?,It's where she belonged.
You were friends with me when I first got here. And I wasn't winning any elections back then.,Here's to us then. Long may they sneer.
Then why did you lie to him when he asked you how you learned about Riverrun?,New dress?
What the seven hells could do that to a man?,I count ten dead mutineers.
It's hard for me to fathom. It really is. If someone told me about the White Walkers and the Night King --,You probably don't believe me.
It's just more of the same.,"SNOW puts the letter away, but SANSA takes it and continues reading."
The big woman still here?,They're coming.
You're wearing the wrong color.,Mance was a ranger.
Swear your allegiance to Queen Daenerys. Help her to defeat my sister and together our armies will protect the north.,There's no time for that. There's no time for any of this. While we stand here debating --
"Not compared to me, you haven't.",No. Not compared to you.
Snow.,Are you sure they'll come?
Spread out. Surround the hut and move in.,Ygritte!
"All right All right, I forgive you","You'd think after thousands of years, the Night's Watch would have learned how to make a good ale"
I think they're in a bigger hurry than you were.,Knock! Draw! Loose!
You're worried for her. I admire your empathy.,Aren't you worried for her?
You don't know him.,"All right, tell me. What should we do? How do we get Rickon back?"
"She's not safe out there. I should have known. You told us there were wildlings south of the Wall. If they're raiding the smaller villages, Mole's Town could be next.",Castle Black could be next.
There are nineteen castles guarding the Wall. How many are manned?,Three.
"We'll begin training every man, woman, boy, and girl on Bear Island.","While we're preparing for attack, we need to shore up our defenses. The only thing standing between us and the Army of the Dead is the Wall and the Wall hasn't been properly manned in centuries. I'm not the king of the Free Folk."
I don't know Maybe we'll never know What does it matter? You go on You fight for as long as you can You clean up as much of the shit as you can,"I don't know how to do that I thought I did, but...I failed"
"I had a choice, Lord Commander Betray you or betray the Night's Watch You brought an army of wildlings into our lands An army of muderers and raiders If I had to do it all over knowing where I'd end up, I pray I'd make the right choice again","I'm sure you would, Ser Alliser"
Look at you.,You're a man.
"Only in the beginning. You're a proper lover, Jon Snow. And don't worry. Your secret's safe with me.",What secret?
What should we do with this lot?,It's not safe for you here on your own. Mance Rayder has an army heading this way and there's worse out there than Mance. Come with us to Castle Black. We can find you work. Keep you safe.
"This castle has stood for thousands of years. The Night's Watch has defended her for thousands of years. And in all those centuries, we have never sealed the tunnel.","Have you ever seen a giant, Ser Alliser? I have."
"We're even now, Jon Snow.","I couldn't do it. I had the sword on her neck, I just couldn't-"
"Yes, you do. You won't say because you don't want to betray her but you know.",What's it matter what I'd do?
"Lord Glover wishes us good fortune, but he's staying in Deepwood Motte with his men.",House Glover will stand behind House Stark as we have for a thousand years. Isn't that what he said?
Some of the Night's Watch feel you have too much affection for the wildlings.,They were born on the wrong side of the wall. That doesn't make them monsters.
A lot of wildlings fight with a weapon in each hand. First thing you want to do is disarm them to try and even the odds.,Let's see what you can do.
Say the word and you will be.,But I have to refuse you. I'm Lord Commander of the Night's Watch. My place is here.
You swore a vow,"Aye, I pledged my life to the Night's Watch I gave my life"
Ask me again in ten years.,I don't expect we'll ever see each other again.
And she burned down a city for it.,"Ah, it's easy to judge when you're standing far from the battlefield."
A sham marriage and unconsummated.,I didn't ask --
"You're a champion of the common people, Lord Snow. What do you say to Brother Pyp's proposition?","Mance Rayder is coming. If the wildlings breach the Wall, they'll roll over everything and everyone for 1,000 Miles before they reach an army that can stop them."
Most of them are at Hardhome. You know where that is?,Up on Storroldo s Point. I can give you 10 horses and nine other men. You can get there in a week.
It's not their fight!,Stannis?
"Watch. Nymeria, gloves.",Impressive.
She's the smartest person I've ever met.,Now you're defending her?
"I was awful, just admit it",You were occasionally awful I'm sure I can't have been great fun Always sulking in the corner while the rest of you played
Life. Death is the enemy. The first enemy and the last.,But we all die.
Gather the elders and let's talk.,My name's Jon Snow. I'm Lord Commander of the Night's Watch. We're not friends. We've never been friends. We won't become friends today. This isn't about friendship. This is about survival. This is about putting a 700 foot wall between you and what's out there.
We'll need ships.,I'll talk to King Stannis about lending you his fleet.
"If you say so. In any case, you don't just want my allegiance. You want my fighting men.","Ramsay Bolton cannot be allowed to keep Winterfell, my lady. It is our duty to stop him. Even more so because he holds our brother Rickon Stark as prisoner. What you have to understand, my lady, is that- -"
You saw this?,No. But I trust the man.
Welcome to Dragonstone. Our queen knows this is a long journey. She appreciates the effort you have made on her behalf. If you wouldn't mind handing over your weapons.,Of course.
Jon Snow?,And why is my surname Snow?
"Why do you want to join us, Jon Snow?",I want to be free.
"I keep hearing stories about you, bastard. The way people in the North talk about you, you're the greatest swordsman who ever walked. Maybe you are that good. Maybe not. I don't know if I'd beat you. But I know that my army will beat yours. I have 6,000 men. You have, what, half that? Not even?","Aye, you have the numbers. Will your men want to fight for you when they hear you wouldn't fight for them?"
And I haven't changed my mind about which kingdoms belong to the throne.,I haven't either.
What business is that of yours?,"No, you don't understand. He's killing them, all the boys..."
You can stick your order up your bastard arse.,Take Lord Janos outside.
You've said it.,"I wish I could be here when you wake up. I'm going north with Uncle Benjen. I'm taking the black. I know we always talked about seeing the Wall together, but you'll be able to come visit me at Castle Black when you're better. I'll know my way around by then. I'll be a sworn brother of the Night's Watch. We can go out walking beyond the Wall, if you're not afraid."
Lord Commander.,"Sam, I'd like to speak to the maester alone."
I don't see very well.,A fire.
You think they'll be safe here if Roose Bolton remains Warden of the North?,Sansa
Aye!,The Umbers and the Karstarks have fought beside the Starks for centuries. They've kept faith for generation after generation.
Let's get some rest.,Your Grace.
But there are too many of them.,Far too many.
That's right. But I don't want them bleeding for Stannis Baratheon either.,"You spent your life convincing 90 clans to come together for the first time in history. Thenns and Hornfoots, the ice-river clans, even the giants. A life's work uniting them. You didn't do it for power. You didn't do it for glory. You brought them together to save them because none of them will survive the winter, not if they're north of the wall. Isn't their survival more important than your pride?"
Mother and Father's room? You should take it.,I'm not a Stark.
They won't follow Ser Jorah.,They won't have to.
We took you for a man of The Night's Watch.,May I go?
"Will there be anything else you need, Lord Commander?",No.
Why?,He wants me to lead one day.
It's about time we taught these boys of summer how to fight.,Not just the boys.
What do you think of her?,Who?
Since when do the crows give 2 shits if we live?,In normal times we wouldn't. But these aren't normal times. The white walkers don't care if a man's Free Folk or Crow. We're all the same to them. Meat to their army. But together we can beat them.
Then the rumors are true. I didn't dare believe them. I received you out of respect for your father. Now I would like you to leave. House Glover will not abandon its ancestral home to fight alongside wildlings.,Lord Glover.
Do what?,Say farewell.
I'm happy for you. You don't look happy.,Bran saw the Night King and his army marching towards Eastwatch. If they make it past the wall --
Never?,Never. We swore an oath.
What was she like?,She...she had red hair.
I believe we last saw each other on top of the wall.,"You were pissing off the edge, if I remember right. You picked up some scars along the road."
The sounds liberating.,Why did you leave your homeland?
"I shall take no wife yes, that's in there, there's no denying that. I shall father no children it's very specific. But what our vows have to say about other...activities...is open to interpretation.",I don't think Ser Alliser cares much for interpretation.
"Because he was trying to protect us. He never wanted us to see how dirty the world really is, but Father couldn't protect me and neither can you. Stop trying.","All right, I'll stop trying to protect you and you stop trying to undermine me."
Far too many.,Our enemy doesn't tire.
Bran and I worked it out. I had a High Septon's diary. Bran had whatever Bran has.,What are you talking about?
Mmm,We never should have left Winterfell
What?,Sam…
We can destroy them by burning them.,"And we can destroy them with dragonglass. If we don't win this fight, then that is the fate of every person in the world."
Loose!,Get word --
"House Mormont has kept faith with House Stark for 1,000 years. We will not break faith today.","Thank you, my lady. How many fighting men can we expect?"
Any sign of Benjen or the rest of his party?,"Just these two, My Lord. Been dead awhile, I'd say."
"Oh. Well, that is unfortunate. You've travelled all this way to break faith with House Targaryen?",Break faith? Your father burned my grandfather alive. He burned my uncle alive. He would have burned the Seven Kingdoms.
"The bars of those gates are four inches of cold, rolled steel.","Those are giants riding mammoths down there. Do you think your cold, rolled steel's gonna stop them?"
Lord Commander.,Your Grace.
I've been to Winterfell.,That's the north.
This message was sent to me by Samwell Tarley. He was my brother at the Night's Watch. A man I trust as much as anyone in this world. He's discovered proof that Dragonstone sits on a mountain of Dragonglass.,I received this a few days ago from Dragonstone. It was sent to me by Tyrion Lannister.
"It is the first time. How old are you, boy?",I'm a man of the Night's Watch.
"And you're gonna bring him back to life, are you? No? Good. We've had enough of that sort of thing. Beyond the Wall, the Rangers are reporting whole villages abandoned. At night they see fires blazing in the mountains from dusk until dawn. A captured wildling swears their tribes are uniting in some secret stronghold, to what ends the gods only know. Outside Eastwatch Cotter Pyke's men discovered four blue-eyed corpses. Unlike us, they were wise enough to burn them. Do you think your brother's war is more important than ours?",No.
"There's great honor serving in the Night's Watch. The Starks have manned the Wall for thousands of years. And you are a Stark. You might not have my name, but you have my blood.","Is my mother alive? Does she know about me? Where I am, where I'm going? Does she care?"
I'm not his brother. He trusts you more than anyone. Now's the time.,Sam?
"We should be there by sundown. Won't be a fun night for you. Mance knows how to make crows sing. If you know what to say, you might just make it through the night. Not talking's not the way to go.",Careful with that. You might cut yourself.
They return!,Greetings.
How do the men holding the banners fight?,"They don't, really. It's a great honor to carry your house sigil."
"And win no glory. I shall live and die at my post. I am the sword in the darkness. I am the watcher on the walls. I am the shield that guards the realms of men. I pledge my life and honor to the Night's Watch, for this night and all the nights to come!",to Sam* I don't want you out there.
She might have.,"If they hit Mole's Town, then we're next. Mance's army must be close."
Now!,You should be on one of those boats.
Forgive me,"All right All right, I forgive you"
"Ser Alliser. . You have more experience than any other soldier at Castle Black. You proved your valour many times over, while defending the Wall from the wildling attack. I name you First Ranger.",Lord Janos. I'm giving you command of Greyguard.
I'm a coward. My father always says so.,The Wall's no place for cowards.
"Well, you're always welcome on the wall. No bastard was ever refused a seat there.",So take me with you when you go back.
Do you know this wretched girl Lyanna Mormont?,The Lord Commander's niece.
This is no place for wild beasts. Lock him away or I'll let Hobb throw him in tonight's stew.,"Come on, Ghost."
We have no food for her. Can't spare a man to watch her. Can't let her go. She'll bring Mance Rayder's army down on us. It needs to be done. Want me to do it?,"No. No, I'll do it."
At ruling.,No.
You're a pretty lad. The girls would claw each other's eyes out to get naked with you.,Walk.
Forgive me. We have never talked properly. I wanted to remedy that.,I have nothing to say to you.
What you did for her is the only reason I'm not killing you.,releases THEON.
How dare you?!,There's a band of wildlings south of the Wall already led by Tormund Giantsbane. I killed their warg and three others. They shot me full of arrows. Their orders are to attack Castle Black from the south when Mance hits it from the north. The signal for the attack will be a bonfire. Mance said it would be the greatest fire the North has ever seen. That's the truth. All the truth.
Don't lose.,"If I do, if I fall, don't bring me back."
"No! No! No! Please, no! No! No! No, please! Please!",You're gonna scare it off.
You know I do.,She'll be a good queen. For all of us. She's not her father.
So how do we die? Hanging? Beheading? Drop us from the top of the wall?,I don't know what happens to the prisoners.
"No, I don't think you're either of those things.",The Army of the Dead is real. The White Walkers are real. The Knight King is real. I've seen them. If they get past the wall and we're squabbling amongst ourselves --
All of me.,We shouldn't.
Needle.,Have you ever used it?
You're a boy who's never been with a girl. Don't your stones start to hurt if your bone never gets-,Don't call them that.
Wildlings serve crueler gods than you or I. Those boys are Craster's offerings.,Offerings? He's murdering his own children. He's a monster.
"Aye, you're right. I was luckier than most.",What is that?
They've already done the worst thing to me they could ever do.,"Go get some sleep, Sam. I'll take this watch."
stares blankly at JON SNOW.,A pincer move.
EPISODE,"First Ranger, you have command of Castle Black."
She's good.,Little Sam?
You've also spared men. Thousands of wildlings when they refused to kneel.,I wasn't a king.
So the lads just do it with each other?,No.
Sansa can keep her sewing needles. I've got a needle of my own.,I came to say goodbye to Bran.
"Sounds like a charmer. Of course, the casual mention of a Dothraki horde, a legion of Unsullied and three dragons, a bit less charming.",What?
"I didn't mean it as praise. Honor got your father killed. . But if your mindo s made up, I won't try to persuade you.","May I ask, Your Grace, how long you plan to stay at Castle Black?"
"You can. You can forgive all of them, make them see they made a mistake. Make them understand.","Please, Dany."
Here you begin anew.,"I do, my lord."
Fair point. How do you propose to find one?,pauses and stares at the ground. JORAH breaks the silence.
I hope you know what you're doing with these wildlings. I need those ships.,"You'll get them back, I swear it. Have a safe journey, Your Grace. And thank you."
"No, too dangerous.",But?
"But here you are, a traitor kneeling before the King-Beyond-the-Wall.","If I'm a traitor, then you are, too."
You got bigger. I rode all day. Didn't want to leave you alone with the Lannisters. Why aren't you at the feast?,Lady Stark thought it might insult the royal family to seat a bastard in their midst.
Let's carve him up.,We just take the horses and go. The old man's no threat.
"You didn't fail him, or him, or her. Every one of them is alive because of you, and no one else.",I don't think that fact's lost on them.
Are the stewards responsible for maintaining the tunnel?,No.
The whole winter. He was north of the Skirling Pass when the snows came. Had to wait for the thaw.,So it is possible for someone to survive out here on their own.
Thank you.,So you believe me then about the Night King and the Army of the Dead?
"Did I offend you? Sorry. You are the bastard, though.",Lord Eddard Stark is my father.
Can you forgive me?,There's nothing to forgive
It seems unlikely that you became King in the North by giving up that easily.,"Everyone told me to learn from my father's mistakes. Don't go south. Don't answer a summons from the Mad King's daughter, a foreign invader. And here I am. A northern fool."
"They burned my village. They put an arrow through my father's head right in front of me. They butchered my mother, everyone I ever knew.",I know what it's like to lose the people you love. I know this is hard for you. But winter is coming. We know what's coming with it. We can't face it alone.
"You've been up there, on a dragon's back. You've had that power. Would you have burned the city down?",I don't know.
I've heard enough. We've only just taken back this castle from the Ironborn. The Boltons helped us do it. Now you want me to fight against them? I could be skinned for even talking to you.,The Boltons are traitors. Roose Bolton- -
Then why are we here?,This isn't about living in harmony. It's just about living. The same thing is coming for all of us. A general you can't negotiate with. An army that doesn't leave corpses behind on the battlefield. Lord Tyrion tells me a million people live in this city. They're about to become a million more soldiers in the Army of the Dead.
Will you burn me? After?,Can't. Someone might see the smoke.
Can I speak with you?,All right.
"She's a fine woman, your sister. I look forward to having her back in my bed. And you're all fine-looking men. My dogs are desperate to meet you. I haven't fed them for seven days. They're ravenous. I wonder which parts they'll try first. Your eyes? Your balls? We'll find out soon enough. In the morning, then, bastard.","If he was smart, he'd stay inside the walls of Winterfell and wait us out."
I know it. We march on Winterfell within the fortnight. Before the snows trap us here.,And the wildlings?
Go! Go!,Find somewhere to hide.
I'm not talking about the damn Night's Watch. I'm talking about the wildlings.,"Your grace, you want the wildlings to march in your army?"
They will if their king does. They chose you to lead them. They chose you to protect them. Isn't their survival more important than your pride?,"and DAENERYS, DAVOS and MISSANDEI are walking out of the cave. As they exit TYRION and VARYS are standing on the beach awaiting them. DAENERYS begins addressing Tyrion."
Then that's where I'll go. Looks like we're the Night's Watch now.,"If they breach the wall, the first two castles in their path are Last Hearth and Karhold."
Shouldn't be long now.,What's wrong with him?
"And Lady Stark is not your mother. Making you a bastard. Let me give you some advice, bastard. Never forget what you are. The rest of the world will not. Wear it like armor. Then it can never be used to hurt you.",What the hell do you know about being a bastard?
Words? What kind of words?,Funeral words. I don't know how the Free Folk do it.
Your flock gets smaller every year.,You ever climbed it before?
Cover that wall!,How many people live here?
The bars on those gates are four inches thick. Cold-rolled steel.,They won't stop them.
"My father was an evil man. On behalf of House Targaryen I ask your forgiveness for the crimes he committed against your family. And I ask you not to judge a daughter by the sins of her father. Our two houses were allies for centuries. Those were the best centuries the kingdom's ever known. Centuries of peace and prosperity with the Targaryens sitting on the Iron Throne and a Stark serving as Warden of the North. I am the last Targaryen, Jon Snow. Honor the pledge your ancestor made to mine. Bend the knee and I will name you Warden of the North. Together we will save this country from those who would destroy it.",You're right. You're not guilty of your father's crime. And I'm not beholden to my ancestor's vows.
"We just went over this, boy. -Justice can wait.","It's not about justice. I told the wildlings we had over 1,000 men at Castle Black alone. Karl and the others know the truth as well as we do. How long do you think they'll keep that information to themselves when the wildlings are peeling their fingernails off? Mance has all he needs to crush us, he just doesn't know it yet. As soon as he gets his hands on them, he will. Then he'll throw his full strength at us. And even if every one of us kills 100 wildlings, there's still not a thing we can do to stop them."
What does she want?,Come to King's Landing. Bend the knee or suffer the fate of all traitors.
You can't. You said the words.,I don't care about –
I was stolen away by slavers.,I'm sorry.
"You shall take no wife, hold no lands, father no children. The Unsullied wanted your head of course, but Grey Worm has accepted the justice of a life sentence. Sansa and Arya wanted you freed, but they understand our new king needs to make peace. No one is very happy. Which means it's a good compromise, I suppose.",Was it right? What I did?
"A bit nippy, yeah, by the fire, indoors. It's still summer. Do you boys even remember the last winter? How long has it been now? What, 10 years? I remember. Was it uncomfortable at Winterfell? Were there days when you just couldn't get warm, never mind how many fires your servants built?",I build my own fires.
Don't talk about the Halfhand as if you knew him. He was my brother.,"Then you'd know he'd do anything to defend the Wall. The free folk would have boiled him alive, but letting me kill him..."
The king wants a word.,"You're not cold, my lady?"
You can't!,"Get out of my way, Sam."
"So, what can we do?",The Night King made them all. They follow his command. If he falls Getting to him may be our best chance.
I should be thankful. Oblivion is the best I could hope for. I strangled my lover. I shot my own father with a crossbow. I betrayed my queen.,You didn't.
No one knows. It's where all the maps stop. That's where I'm going.,You have your Needle?
I never thought that dragons would exist again. No one did. The people who follow you know that you made something impossible happen. Maybe that helps them believe that you can make other impossible things happen. Build a world that's different from the shit one they've always known.,glances back towards the dragons.
I wish there had been another way. Can you forgive me?,"The North is free, thanks to you."
